W Json	7	4	0.1801271
R Json	7	4	0.0333115
W MPck	7	4	0.0104916
R MPck	7	4	0.0128487
W Json	7	4	0.1835626
R Json	7	4	0.0319630
W MPck	7	4	0.0103003
R MPck	7	4	0.0120615
W Json	7	4	0.2061634
R Json	7	4	0.0375242
W MPck	7	4	0.0124415
R MPck	7	4	0.0123048
W Json	8	1	0.2077129
R Json	8	1	0.0474888
W MPck	8	1	0.0173387
R MPck	8	1	0.0178036
W Json	8	1	0.2100626
R Json	8	1	0.0350240
W MPck	8	1	0.0114972
R MPck	8	1	0.0140103
W Json	8	1	0.2032440
R Json	8	1	0.0336924
W MPck	8	1	0.0116832
R MPck	8	1	0.0143396
W Json	8	2	0.2193206
R Json	8	2	0.0320040
W MPck	8	2	0.0116129
R MPck	8	2	0.0141337
W Json	8	2	0.2017693
R Json	8	2	0.0416598
W MPck	8	2	0.0137042
R MPck	8	2	0.0230783
W Json	8	2	0.2183048
R Json	8	2	0.0313811
W MPck	8	2	0.0116106
R MPck	8	2	0.0135743
W Json	8	3	0.1897319
R Json	8	3	0.0339092
W MPck	8	3	0.0123004
R MPck	8	3	0.0182678
W Json	8	3	0.2136401
R Json	8	3	0.0364915
W MPck	8	3	0.0117621
R MPck	8	3	0.0135643
W Json	8	3	0.2438096
R Json	8	3	0.0319432
W MPck	8	3	0.0112991
R MPck	8	3	0.0131908
W Json	8	4	0.2070250
R Json	8	4	0.0467895
W MPck	8	4	0.0120756
R MPck	8	4	0.0146011
W Json	8	4	0.2083517
R Json	8	4	0.0374253
W MPck	8	4	0.0397349
R MPck	8	4	0.0229791
W Json	8	4	0.2661279
R Json	8	4	0.0509115
W MPck	8	4	0.0127701
R MPck	8	4	0.0145808
W Json	9	1	0.2223111
R Json	9	1	0.0429365
W MPck	9	1	0.0170548
R MPck	9	1	0.0182900
W Json	9	1	0.2273165
R Json	9	1	0.0392727
W MPck	9	1	0.0150816
R MPck	9	1	0.0259699
W Json	9	1	0.2465128
R Json	9	1	0.0494035
W MPck	9	1	0.0135242
R MPck	9	1	0.0171242
W Json	9	2	0.2354460
R Json	9	2	0.0367179
W MPck	9	2	0.0163486
R MPck	9	2	0.0150588
W Json	9	2	0.2228464
R Json	9	2	0.0359397
W MPck	9	2	0.0155223
R MPck	9	2	0.0156443
W Json	9	2	0.2359135
R Json	9	2	0.0350407
W MPck	9	2	0.0128095
R MPck	9	2	0.0153110
W Json	9	3	0.2464417
R Json	9	3	0.0376529
W MPck	9	3	0.0126860
R MPck	9	3	0.0160090
W Json	9	3	0.2378398
R Json	9	3	0.0622105
W MPck	9	3	0.0130356
R MPck	9	3	0.0158315
W Json	9	3	0.2272825
R Json	9	3	0.0382905
W MPck	9	3	0.0128126
R MPck	9	3	0.0158881
W Json	9	4	0.2383522
R Json	9	4	0.0397907
W MPck	9	4	0.0126814
R MPck	9	4	0.0164279
W Json	9	4	0.2298685
R Json	9	4	0.0351595
W MPck	9	4	0.0126867
R MPck	9	4	0.0153973
W Json	9	4	0.2089790
R Json	9	4	0.0393203
W MPck	9	4	0.0134616
R MPck	9	4	0.0199377
W Json	10	1	0.3356830
R Json	10	1	0.0576516
W MPck	10	1	0.0156321
R MPck	10	1	0.0179009
W Json	10	1	0.3081380
R Json	10	1	0.0464716
W MPck	10	1	0.0199258
R MPck	10	1	0.0243368
W Json	10	1	0.3112931
R Json	10	1	0.0449510
W MPck	10	1	0.0186708
R MPck	10	1	0.0176377
W Json	10	2	0.2453399
R Json	10	2	0.0443544
W MPck	10	2	0.0237426
R MPck	10	2	0.0228357
W Json	10	2	0.2458913
R Json	10	2	0.0463137
W MPck	10	2	0.0154608
R MPck	10	2	0.0183538
W Json	10	2	0.2812090
R Json	10	2	0.0424001
W MPck	10	2	0.0149705
R MPck	10	2	0.0180318
W Json	10	3	0.2386179
R Json	10	3	0.0443423
W MPck	10	3	0.0170788
R MPck	10	3	0.0184517
W Json	10	3	0.2522139
R Json	10	3	0.0435514
W MPck	10	3	0.0153231
R MPck	10	3	0.0245491
W Json	10	3	0.2417837
R Json	10	3	0.0427679
W MPck	10	3	0.0149202
R MPck	10	3	0.0168319
W Json	10	4	0.2478097
R Json	10	4	0.0412703
W MPck	10	4	0.0151210
R MPck	10	4	0.0173407
W Json	10	4	0.2359235
R Json	10	4	0.0412074
W MPck	10	4	0.0150600
R MPck	10	4	0.0286793
W Json	10	4	0.2652066
R Json	10	4	0.0412468
W MPck	10	4	0.0150518
R MPck	10	4	0.0181151
W Json	11	1	0.2735875
R Json	11	1	0.0624086
W MPck	11	1	0.0205605
R MPck	11	1	0.0209714
W Json	11	1	0.2902618
R Json	11	1	0.0467445
W MPck	11	1	0.0195064
R MPck	11	1	0.0272622
W Json	11	1	0.2777107
R Json	11	1	0.0452587
W MPck	11	1	0.0187984
R MPck	11	1	0.0200964
W Json	11	2	0.2670756
R Json	11	2	0.0616493
W MPck	11	2	0.0167993
R MPck	11	2	0.0214621
W Json	11	2	0.2946389
R Json	11	2	0.0470644
W MPck	11	2	0.0166199
R MPck	11	2	0.0207259
W Json	11	2	0.2801777
R Json	11	2	0.0464289
W MPck	11	2	0.0190323
R MPck	11	2	0.0205556
W Json	11	3	0.2644305
R Json	11	3	0.0494436
W MPck	11	3	0.0180189
R MPck	11	3	0.0312809
W Json	11	3	0.2969832
R Json	11	3	0.0506687
W MPck	11	3	0.0163411
R MPck	11	3	0.0300246
W Json	11	3	0.2620514
R Json	11	3	0.0479563
W MPck	11	3	0.0194003
R MPck	11	3	0.0199249
W Json	11	4	0.2792663
R Json	11	4	0.0538384
W MPck	11	4	0.0160739
R MPck	11	4	0.0370538
W Json	11	4	0.3116780
R Json	11	4	0.0462167
W MPck	11	4	0.0185387
R MPck	11	4	0.0192665
W Json	11	4	0.2911600
R Json	11	4	0.0495942
W MPck	11	4	0.0252962
R MPck	11	4	0.0250067
W Json	12	1	0.3114011
R Json	12	1	0.0484298
W MPck	12	1	0.0175313
R MPck	12	1	0.0230277
W Json	12	1	0.3032350
R Json	12	1	0.0542161
W MPck	12	1	0.0173907
R MPck	12	1	0.0320507
W Json	12	1	0.2894367
R Json	12	1	0.0512313
W MPck	12	1	0.0174075
R MPck	12	1	0.0218737
W Json	12	2	0.2972760
R Json	12	2	0.0493310
W MPck	12	2	0.0175480
R MPck	12	2	0.0208741
W Json	12	2	0.2906082
R Json	12	2	0.0511842
W MPck	12	2	0.0250577
R MPck	12	2	0.0205883
W Json	12	2	0.3155607
R Json	12	2	0.0471726
W MPck	12	2	0.0200858
R MPck	12	2	0.0275743
W Json	12	3	0.2886109
R Json	12	3	0.0535487
W MPck	12	3	0.0175893
R MPck	12	3	0.0216747
W Json	12	3	0.2803525
R Json	12	3	0.0503468
W MPck	12	3	0.0244723
R MPck	12	3	0.0205783
W Json	12	3	0.2871823
R Json	12	3	0.0475480
W MPck	12	3	0.0181953
R MPck	12	3	0.0207488
W Json	12	4	0.3236915
R Json	12	4	0.0551822
W MPck	12	4	0.0182043
R MPck	12	4	0.0218712
W Json	12	4	0.3071320
R Json	12	4	0.0514225
W MPck	12	4	0.0206987
R MPck	12	4	0.0292195
W Json	12	4	0.3062989
R Json	12	4	0.0535705
W MPck	12	4	0.0184185
R MPck	12	4	0.0216675
W Json	13	1	0.3247708
R Json	13	1	0.0685843
W MPck	13	1	0.0191506
R MPck	13	1	0.0224753
W Json	13	1	0.3248646
R Json	13	1	0.0528788
W MPck	13	1	0.0289317
R MPck	13	1	0.0308062
W Json	13	1	0.3245895
R Json	13	1	0.0590298
W MPck	13	1	0.0302381
R MPck	13	1	0.0384739
W Json	13	2	0.3060592
R Json	13	2	0.0572750
W MPck	13	2	0.0288182
R MPck	13	2	0.0272009
W Json	13	2	0.3263330
R Json	13	2	0.0564473
W MPck	13	2	0.0197651
R MPck	13	2	0.0325928
W Json	13	2	0.3121622
R Json	13	2	0.0557509
W MPck	13	2	0.0192791
R MPck	13	2	0.0339763
W Json	13	3	0.3424808
R Json	13	3	0.0549806
W MPck	13	3	0.0202320
R MPck	13	3	0.0263277
W Json	13	3	0.3503252
R Json	13	3	0.0601920
W MPck	13	3	0.0245596
R MPck	13	3	0.0261522
W Json	13	3	0.3468354
R Json	13	3	0.0589144
W MPck	13	3	0.0198478
R MPck	13	3	0.0388072
W Json	13	4	0.3506821
R Json	13	4	0.0557288
W MPck	13	4	0.0190734
R MPck	13	4	0.0232456
W Json	13	4	0.3074266
R Json	13	4	0.0593598
W MPck	13	4	0.0190327
R MPck	13	4	0.0299507
W Json	13	4	0.3228288
R Json	13	4	0.0568067
W MPck	13	4	0.0200407
R MPck	13	4	0.0364310
W Json	14	1	0.3584123
R Json	14	1	0.0618731
W MPck	14	1	0.0232426
R MPck	14	1	0.0258549
W Json	14	1	0.3593361
R Json	14	1	0.0627131
W MPck	14	1	0.0205686
R MPck	14	1	0.0257790
W Json	14	1	0.3581326
R Json	14	1	0.0624077
W MPck	14	1	0.0204316
R MPck	14	1	0.0256961
W Json	14	2	0.3647067
R Json	14	2	0.0633022
W MPck	14	2	0.0315899
R MPck	14	2	0.0284536
W Json	14	2	0.3598106
R Json	14	2	0.0609836
W MPck	14	2	0.0213479
R MPck	14	2	0.0244050
W Json	14	2	0.3364179
R Json	14	2	0.0635563
W MPck	14	2	0.0204381
R MPck	14	2	0.0279158
W Json	14	3	0.3527748
R Json	14	3	0.0595067
W MPck	14	3	0.0205328
R MPck	14	3	0.0241751
W Json	14	3	0.3251889
R Json	14	3	0.0819449
W MPck	14	3	0.0200667
R MPck	14	3	0.0263990
W Json	14	3	0.3658457
R Json	14	3	0.0612517
W MPck	14	3	0.0201276
R MPck	14	3	0.0380402
W Json	14	4	0.3438579
R Json	14	4	0.0637276
W MPck	14	4	0.0229702
R MPck	14	4	0.0259471
W Json	14	4	0.4151881
R Json	14	4	0.0689879
W MPck	14	4	0.0228480
R MPck	14	4	0.0255809
W Json	14	4	0.3397580
R Json	14	4	0.0609304
W MPck	14	4	0.0208143
R MPck	14	4	0.0262641
W Json	15	1	0.3720422
R Json	15	1	0.0660609
W MPck	15	1	0.0242738
R MPck	15	1	0.0286085
W Json	15	1	0.3982624
R Json	15	1	0.0710998
W MPck	15	1	0.0216815
R MPck	15	1	0.0266261
W Json	15	1	0.3681056
R Json	15	1	0.0762537
W MPck	15	1	0.0216461
R MPck	15	1	0.0260546
W Json	15	2	0.3653893
R Json	15	2	0.0656267
W MPck	15	2	0.0215939
R MPck	15	2	0.0322719
W Json	15	2	0.3910952
R Json	15	2	0.0749208
W MPck	15	2	0.0218949
R MPck	15	2	0.0274484
W Json	15	2	0.3740229
R Json	15	2	0.0685276
W MPck	15	2	0.0217436
R MPck	15	2	0.0424937
W Json	15	3	0.3800243
R Json	15	3	0.0671793
W MPck	15	3	0.0221234
R MPck	15	3	0.0343397
W Json	15	3	0.3619770
R Json	15	3	0.0688961
W MPck	15	3	0.0292279
R MPck	15	3	0.0280038
W Json	15	3	0.3643635
R Json	15	3	0.0766554
W MPck	15	3	0.0321360
R MPck	15	3	0.0275775
W Json	15	4	0.3718776
R Json	15	4	0.0659537
W MPck	15	4	0.0220380
R MPck	15	4	0.0289627
W Json	15	4	0.4389057
R Json	15	4	0.0826468
W MPck	15	4	0.0218389
R MPck	15	4	0.0392421
W Json	15	4	0.3768979
R Json	15	4	0.0572771
W MPck	15	4	0.0216481
R MPck	15	4	0.0315999
W Json	16	1	0.4081894
R Json	16	1	0.0707399
W MPck	16	1	0.0350158
R MPck	16	1	0.0358549
W Json	16	1	0.4091674
R Json	16	1	0.0701894
W MPck	16	1	0.0234117
R MPck	16	1	0.0290697
W Json	16	1	0.4064341
R Json	16	1	0.0735027
W MPck	16	1	0.0247548
R MPck	16	1	0.0378413
W Json	16	2	0.4274030
R Json	16	2	0.0675991
W MPck	16	2	0.0230891
R MPck	16	2	0.0273386
W Json	16	2	0.4116451
R Json	16	2	0.0685927
W MPck	16	2	0.0233109
R MPck	16	2	0.0286546
W Json	16	2	0.4467652
R Json	16	2	0.0721375
W MPck	16	2	0.0317875
R MPck	16	2	0.0411683
W Json	16	3	0.4248237
R Json	16	3	0.0715113
W MPck	16	3	0.0238197
R MPck	16	3	0.0366600
W Json	16	3	0.3976998
R Json	16	3	0.0823788
W MPck	16	3	0.0236784
R MPck	16	3	0.0367863
W Json	16	3	0.4242652
R Json	16	3	0.0704670
W MPck	16	3	0.0260536
R MPck	16	3	0.0452049
W Json	16	4	0.4084909
R Json	16	4	0.0838968
W MPck	16	4	0.0326258
R MPck	16	4	0.0450863
W Json	16	4	0.4259099
R Json	16	4	0.0672738
W MPck	16	4	0.0233141
R MPck	16	4	0.0283613
W Json	16	4	0.4139568
R Json	16	4	0.0663695
W MPck	16	4	0.0237107
R MPck	16	4	0.0285673
W Json	17	1	0.4173741
R Json	17	1	0.0714141
W MPck	17	1	0.0379449
R MPck	17	1	0.0385151
W Json	17	1	0.4265125
R Json	17	1	0.0716315
W MPck	17	1	0.0241901
R MPck	17	1	0.0297925
W Json	17	1	0.4189139
R Json	17	1	0.0756344
W MPck	17	1	0.0242323
R MPck	17	1	0.0468418
W Json	17	2	0.4191940
R Json	17	2	0.0704614
W MPck	17	2	0.0330060
R MPck	17	2	0.0378519
W Json	17	2	0.4680309
R Json	17	2	0.0699259
W MPck	17	2	0.0242548
R MPck	17	2	0.0293494
W Json	17	2	0.4239725
R Json	17	2	0.0721414
W MPck	17	2	0.0242572
R MPck	17	2	0.0326056
W Json	17	3	0.4217511
R Json	17	3	0.0864495
W MPck	17	3	0.0249411
R MPck	17	3	0.0381034
W Json	17	3	0.4364666
R Json	17	3	0.0709919
W MPck	17	3	0.0250693
R MPck	17	3	0.0315255
W Json	17	3	0.4285740
R Json	17	3	0.0732368
W MPck	17	3	0.0244806
R MPck	17	3	0.0306133
W Json	17	4	0.4360575
R Json	17	4	0.0747321
W MPck	17	4	0.0360633
R MPck	17	4	0.0292897
W Json	17	4	0.4236131
R Json	17	4	0.0719096
W MPck	17	4	0.0242182
R MPck	17	4	0.0290299
W Json	17	4	0.4850721
R Json	17	4	0.0707422
W MPck	17	4	0.0357790
R MPck	17	4	0.0287371
W Json	18	1	0.4592562
R Json	18	1	0.0771881
W MPck	18	1	0.0256098
R MPck	18	1	0.0338966
W Json	18	1	0.4381091
R Json	18	1	0.0806063
W MPck	18	1	0.0406263
R MPck	18	1	0.0462081
W Json	18	1	0.4321651
R Json	18	1	0.0760225
W MPck	18	1	0.0258789
R MPck	18	1	0.0339825
W Json	18	2	0.4733667
R Json	18	2	0.0770551
W MPck	18	2	0.0255935
R MPck	18	2	0.0351065
W Json	18	2	0.4989763
R Json	18	2	0.0770317
W MPck	18	2	0.0283242
R MPck	18	2	0.0333341
W Json	18	2	0.4650323
R Json	18	2	0.0838415
W MPck	18	2	0.0255681
R MPck	18	2	0.0315113
W Json	18	3	0.4419691
R Json	18	3	0.0785754
W MPck	18	3	0.0387517
R MPck	18	3	0.0313689
W Json	18	3	0.5160074
R Json	18	3	0.0828407
W MPck	18	3	0.0257886
R MPck	18	3	0.0349367
W Json	18	3	0.4582355
R Json	18	3	0.0930947
W MPck	18	3	0.0378057
R MPck	18	3	0.0331152
W Json	18	4	0.4696531
R Json	18	4	0.0789866
W MPck	18	4	0.0262516
R MPck	18	4	0.0509377
W Json	18	4	0.4900524
R Json	18	4	0.0769340
W MPck	18	4	0.0259608
R MPck	18	4	0.0329742
W Json	18	4	0.4413785
R Json	18	4	0.0836332
W MPck	18	4	0.0408714
R MPck	18	4	0.0406624
W Json	19	1	0.5037526
R Json	19	1	0.0798216
W MPck	19	1	0.0268794
R MPck	19	1	0.0338121
W Json	19	1	0.4586245
R Json	19	1	0.0917110
W MPck	19	1	0.0269100
R MPck	19	1	0.0395001
W Json	19	1	0.5219252
R Json	19	1	0.0846767
W MPck	19	1	0.0349106
R MPck	19	1	0.0333078
W Json	19	2	0.5184942
R Json	19	2	0.0812749
W MPck	19	2	0.0286054
R MPck	19	2	0.0359237
W Json	19	2	0.5129363
R Json	19	2	0.0832179
W MPck	19	2	0.0306362
R MPck	19	2	0.0339266
W Json	19	2	0.4702669
R Json	19	2	0.0849146
W MPck	19	2	0.0320265
R MPck	19	2	0.0343777
W Json	19	3	0.4681764
R Json	19	3	0.1033810
W MPck	19	3	0.0269321
R MPck	19	3	0.0405935
W Json	19	3	0.5506666
R Json	19	3	0.0917112
W MPck	19	3	0.0268257
R MPck	19	3	0.0474046
W Json	19	3	0.4920945
R Json	19	3	0.0852952
W MPck	19	3	0.0316392
R MPck	19	3	0.0327122
W Json	19	4	0.4866696
R Json	19	4	0.0813904
W MPck	19	4	0.0347636
R MPck	19	4	0.0403475
W Json	19	4	0.5742481
R Json	19	4	0.0888741
W MPck	19	4	0.0311413
R MPck	19	4	0.0382534
W Json	19	4	0.4525651
R Json	19	4	0.0959063
W MPck	19	4	0.0268551
R MPck	19	4	0.0387646
W Json	20	1	0.5536706
R Json	20	1	0.0868163
W MPck	20	1	0.0301775
R MPck	20	1	0.0415356
W Json	20	1	0.4975900
R Json	20	1	0.0856303
W MPck	20	1	0.0318926
R MPck	20	1	0.0379810
W Json	20	1	0.5133289
R Json	20	1	0.0993109
W MPck	20	1	0.0303030
R MPck	20	1	0.0403802
W Json	20	2	0.4986283
R Json	20	2	0.1033513
W MPck	20	2	0.0299884
R MPck	20	2	0.0359362
W Json	20	2	0.5743336
R Json	20	2	0.0851522
W MPck	20	2	0.0311704
R MPck	20	2	0.0390284
W Json	20	2	0.4834225
R Json	20	2	0.1020068
W MPck	20	2	0.0314643
R MPck	20	2	0.0388278
W Json	20	3	0.5190092
R Json	20	3	0.0863552
W MPck	20	3	0.0329633
R MPck	20	3	0.0469470
W Json	20	3	0.5185810
R Json	20	3	0.0853013
W MPck	20	3	0.0324596
R MPck	20	3	0.0507845
W Json	20	3	0.5477687
R Json	20	3	0.0864350
W MPck	20	3	0.0305112
R MPck	20	3	0.0467790
W Json	20	4	0.5127425
R Json	20	4	0.0869227
W MPck	20	4	0.0363249
R MPck	20	4	0.0361345
W Json	20	4	0.5241867
R Json	20	4	0.0985542
W MPck	20	4	0.0304007
R MPck	20	4	0.0380138
W Json	20	4	0.5378615
R Json	20	4	0.1062584
W MPck	20	4	0.0298351
R MPck	20	4	0.0425995
W Json	21	1	0.5579307
R Json	21	1	0.0972384
W MPck	21	1	0.0311457
R MPck	21	1	0.0503895
W Json	21	1	0.5697769
